grid_id,latitude,longitude,urban_usability_score,usability_class
968,28.639255997832567,76.97452837856704,36.79,Low Usability
969,28.643766531564992,76.97461287174953,37.31,Low Usability
970,28.648277062064274,76.9746973843408,37.75,Low Usability
971,28.652787589330057,76.97478191634444,38.65,Low Usability
972,28.65729811336198,76.97486646776393,49.23,Low Usability
973,28.661808634159673,76.97495103860282,41.0,Low Usability
974,28.666319151722796,76.97503562886463,47.18,Low Usability
975,28.670829666050953,76.97512023855286,46.39,Low Usability
976,28.67534017714381,76.97520486767107,46.81,Low Usability
977,28.679850685000982,76.97528951622277,46.75,Low Usability
978,28.684361189622116,76.9753741842115,47.59,Low Usability
979,28.688871691006845,76.97545887164077,46.31,Low Usability
980,28.693382189154825,76.97554357851415,40.63,Low Usability
981,28.69789268406567,76.97562830483511,38.31,Low Usability
982,28.702403175739015,76.97571305060724,47.15,Low Usability
983,28.706913664174515,76.97579781583408,40.28,Low Usability
984,28.7114241493718,76.97588260051913,42.87,Low Usability
985,28.71593463133051,76.97596740466594,39.17,Low Usability
986,28.72044511005028,76.97605222827805,39.07,Low Usability
987,28.724955585530758,76.97613707135902,38.15,Low Usability
988,28.72946605777157,76.97622193391236,40.27,Low Usability
989,28.733976526772363,76.97630681594163,40.37,Low Usability
990,28.738486992532753,76.97639171745037,39.12,Low Usability
991,28.7429974550524,76.97647663844212,36.35,Low Usability
992,28.74750791433094,76.97656157892044,46.83,Low Usability
993,28.752018370368017,76.97664653888887,48.23,Low Usability
994,28.756528823163244,76.97673151835092,43.33,Low Usability
995,28.761039272716282,76.97681651731021,41.4,Low Usability
996,28.76554971902676,76.97690153577027,44.2,Low Usability
997,28.77006016209432,76.97698657373459,38.95,Low Usability
998,28.774570601918615,76.9770716312068,36.84,Low Usability
999,28.779081038499246,76.97715670819044,36.09,Low Usability
1000,28.783591471835884,76.97724180468902,37.97,Low Usability
1001,28.78810190192816,76.97732692070612,45.07,Low Usability
1002,28.79261232877571,76.97741205624531,40.66,Low Usability
1003,28.79712275237816,76.97749721131014,40.46,Low Usability
1004,28.80163317273519,76.97758238590421,44.81,Low Usability
1005,28.80614358984639,76.97766758003101,42.74,Low Usability
1006,28.810654003711416,76.97775279369412,39.58,Low Usability
1007,28.81516441432992,76.97783802689715,38.35,Low Usability
1008,28.819674821701533,76.97792327964363,44.5,Low Usability
1009,28.82418522582589,76.97800855193712,43.18,Low Usability
1010,28.82863283739911,76.97817622339197,41.49,Low Usability
1011,28.83290159503998,76.97914561271236,40.87,Low Usability
1012,28.83619912537259,76.9800922901231,39.6,Low Usability
1013,28.52392173762979,76.97941281837704,38.81,Low Usability
1014,28.526573447274053,76.97765595836454,42.61,Low Usability
1015,28.530927923909957,76.97761388137897,40.61,Low Usability
1016,28.53543852125557,76.97769812703766,37.66,Low Usability
1017,28.539949115375613,76.9777823920709,37.17,Low Usability
1018,28.54445970626973,76.97786667648221,39.04,Low Usability
1019,28.548970293937575,76.97795098027511,37.7,Low Usability
1020,28.553480878378778,76.97803530345308,42.04,Low Usability
1021,28.557991459592944,76.9781196460196,51.63,Moderate Usability
1022,28.562502037579748,76.97820400797823,49.86,Low Usability
1023,28.567012612338793,76.97828838933246,44.25,Low Usability
1024,28.571523183869736,76.97837279008581,44.31,Low Usability
1025,28.57603375217221,76.97845721024177,40.81,Low Usability
1026,28.58054431724585,76.97854164980386,38.7,Low Usability
1027,28.58505487909028,76.97862610877559,40.99,Low Usability
1028,28.58956543770515,76.97871058716046,45.34,Low Usability
1029,28.594075993090087,76.97879508496202,43.82,Low Usability
1030,28.598586545244736,76.97887960218378,48.26,Low Usability
1031,28.60309709416872,76.97896413882921,46.18,Low Usability
1032,28.607607639861683,76.97904869490192,44.91,Low Usability
1033,28.612118182323265,76.97913327040536,56.85,Moderate Usability
1034,28.6166287215531,76.97921786534305,45.18,Low Usability
1035,28.621139257550805,76.97930247971853,41.53,Low Usability
1036,28.62564979031604,76.97938711353534,38.61,Low Usability
1037,28.63016031984844,76.97947176679699,36.91,Low Usability
1038,28.634670846147632,76.97955643950701,41.32,Low Usability
1039,28.63918136921325,76.9796411316689,42.57,Low Usability
1040,28.643691889044945,76.97972584328623,41.82,Low Usability
1041,28.64820240564234,76.97981057436252,41.14,Low Usability
1042,28.65271291900507,76.97989532490128,50.93,Moderate Usability
1043,28.657223429132777,76.97998009490604,51.67,Moderate Usability
1044,28.6617339360251,76.98006488438034,44.46,Low Usability
1045,28.66624443968168,76.98014969332775,46.31,Low Usability
1046,28.670754940102157,76.98023452175177,43.33,Low Usability
1047,28.675265437286146,76.98031936965593,43.57,Low Usability
1048,28.67977593123329,76.9804042370438,46.89,Low Usability
1049,28.68428642194324,76.98048912391889,47.16,Low Usability
1050,28.68879690941563,76.98057403028471,45.82,Low Usability
1051,28.693307393650095,76.9806589561449,42.56,Low Usability
1052,28.697817874646272,76.98074390150289,39.88,Low Usability
1053,28.702328352403786,76.98082886636232,40.9,Low Usability
1054,28.706838826922276,76.98091385072665,45.58,Low Usability
1055,28.711349298201412,76.98099885459949,48.01,Low Usability
1056,28.715859766240797,76.98108387798435,39.75,Low Usability
1057,28.72037023104008,76.9811689208848,39.2,Low Usability
1058,28.72488069259889,76.98125398330436,35.93,Low Usability
1059,28.729391150916886,76.98133906524662,38.52,Low Usability
1060,28.733901605993676,76.9814241667151,38.45,Low Usability
1061,28.738412057828917,76.98150928771337,36.1,Low Usability
1062,28.742922506422254,76.98159442824499,44.03,Low Usability
1063,28.747432951773305,76.98167958831344,42.41,Low Usability
1064,28.75194339388171,76.98176476792241,37.68,Low Usability
1065,28.756453832747134,76.98184996707535,38.44,Low Usability
1066,28.76096426836917,76.98193518577587,38.47,Low Usability
1067,28.765474700747497,76.98202042402751,41.71,Low Usability
1068,28.769985129881736,76.98210568183381,34.61,Low Usability
1069,28.774495555771516,76.98219095919839,34.51,Low Usability
1070,28.7790059784165,76.98227625612479,34.62,Low Usability
1071,28.7835163978163,76.98236157261653,37.87,Low Usability
1072,28.788026813970564,76.98244690867722,38.49,Low Usability
1073,28.792537226878952,76.98253226431042,38.69,Low Usability
1074,28.797047636541055,76.98261763951967,38.98,Low Usability
1075,28.801558042956554,76.98270303430861,40.8,Low Usability
1076,28.806068446125085,76.98278844868075,44.07,Low Usability
1077,28.810578846046262,76.98287388263965,42.26,Low Usability
1078,28.81508924271973,76.98295933618894,39.66,Low Usability
1079,28.819599636145135,76.98304480933213,40.46,Low Usability
1080,28.824110026322124,76.98313030207285,39.85,Low Usability
1081,28.828620413250324,76.98321581441463,45.55,Low Usability
1082,28.833130796929375,76.98330134636109,40.5,Low Usability
1083,28.83707956833298,76.98360794965033,37.43,Low Usability
1084,28.523244756470042,76.98307010184104,39.58,Low Usability
1085,28.526342850022377,76.9826369442207,44.31,Low Usability
1086,28.530853436685522,76.98272138768932,45.78,Low Usability
1087,28.535364020122337,76.98280585057893,41.03,Low Usability
1088,28.539874600332418,76.98289033289299,37.73,Low Usability
1089,28.54438517731543,76.98297483463506,40.05,Low Usability
1090,28.548895751070997,76.98305935580862,43.01,Low Usability
1091,28.553406321598768,76.98314389641719,51.58,Moderate Usability
1092,28.557916888898365,76.98322845646429,50.71,Moderate Usability
1093,28.56242745296942,76.98331303595344,45.86,Low Usability
1094,28.566938013811566,76.98339763488815,45.81,Low Usability
1095,28.57144857142447,76.98348225327197,48.44,Low Usability
1096,28.575959125807728,76.98356689110835,45.35,Low Usability
1097,28.580469676960988,76.98365154840087,42.48,Low Usability
1098,28.584980224883893,76.98373622515304,42.64,Low Usability
1099,28.589490769576077,76.98382092136842,43.48,Low Usability
1100,28.594001311037175,76.98390563705046,45.08,Low Usability
1101,28.59851184926681,76.98399037220271,44.95,Low Usability
1102,28.603022384264644,76.98407512682873,43.28,Low Usability
1103,28.607532916030273,76.98415990093199,52.28,Moderate Usability
1104,28.612043444563366,76.98424469451611,57.23,Moderate Usability
1105,28.61655396986357,76.98432950758452,51.23,Moderate Usability
1106,28.621064491930465,76.98441434014082,42.58,Low Usability
1107,28.625575010763733,76.98449919218852,43.98,Low Usability
1108,28.630085526363004,76.98458406373115,42.6,Low Usability
1109,28.63459603872791,76.98466895477225,46.06,Low Usability
1110,28.639106547858088,76.98475386531537,44.13,Low Usability
1111,28.643617053753154,76.98483879536401,47.89,Low Usability
1112,28.648127556412774,76.98492374492173,50.85,Moderate Usability
1113,28.65263805583657,76.98500871399206,48.55,Low Usability
1114,28.657148552024175,76.9850937025786,44.93,Low Usability
1115,28.661659044975234,76.9851787106848,47.23,Low Usability
1116,28.66616953468938,76.98526373831427,42.12,Low Usability
1117,28.670680021166255,76.98534878547052,41.28,Low Usability
1118,28.67519050440549,76.98543385215712,44.07,Low Usability
1119,28.67970098440671,76.9855189383776,44.77,Low Usability
1120,28.684211461169582,76.98560404413553,45.75,Low Usability
1121,28.688721934693714,76.9856891694344,43.93,Low Usability
1122,28.69323240497875,76.98577431427779,41.91,Low Usability
1123,28.697742872024342,76.98585947866931,38.94,Low Usability
1124,28.7022533358301,76.98594466261245,44.04,Low Usability
1125,28.70676379639568,76.98602986611077,46.15,Low Usability
1126,28.711274253720724,76.98611508916781,41.89,Low Usability
1127,28.715784707804854,76.98620033178717,35.97,Low Usability
1128,28.7202951586477,76.9862855939724,37.47,Low Usability
1129,28.72480560624893,76.98637087572703,37.92,Low Usability
1130,28.72931605060815,76.98645617705465,39.11,Low Usability
1131,28.733826491725026,76.98654149795881,42.51,Low Usability
1132,28.73833692959916,76.986626838443,36.7,Low Usability
1133,28.742847364230226,76.98671219851092,44.27,Low Usability
1134,28.747357795617845,76.98679757816603,36.53,Low Usability
1135,28.751868223761644,76.98688297741195,35.92,Low Usability
1136,28.756378648661283,76.98696839625221,37.03,Low Usability
1137,28.760889070316388,76.9870538346904,36.45,Low Usability
1138,28.765399488726597,76.98713929273008,35.07,Low Usability
1139,28.769909903891524,76.9872247703748,35.32,Low Usability
1140,28.77442031581084,76.98731026762817,36.59,Low Usability
1141,28.778930724484187,76.98739578449374,37.41,Low Usability
1142,28.783441129911193,76.9874813209751,37.03,Low Usability
1143,28.787951532091483,76.98756687707579,35.15,Low Usability
1144,28.792461931024704,76.98765245279944,36.1,Low Usability
1145,28.79697232671048,76.98773804814958,37.11,Low Usability
1146,28.80148271914849,76.9878236631298,37.93,Low Usability
1147,28.805993108338335,76.98790929774368,40.93,Low Usability
1148,28.810503494279665,76.98799495199482,39.16,Low Usability
1149,28.815013876972106,76.98808062588678,36.31,Low Usability
1150,28.819524256415328,76.98816631942316,39.04,Low Usability
1151,28.824034632608946,76.9882520326075,39.26,Low Usability
1152,28.82854500555259,76.98833776544345,44.77,Low Usability
1153,28.83305537524592,76.98842351793454,38.32,Low Usability
1154,28.837223070086175,76.98849459403836,38.54,Low Usability
1155,28.522350821748066,76.98789874165323,43.25,Low Usability
1156,28.52626818486848,76.98774421393264,48.42,Low Usability
1157,28.530778757588166,76.98782887457874,45.09,Low Usability
1158,28.535289327080353,76.98791355469572,40.19,Low Usability
1159,28.53979989334467,76.9879982542871,42.47,Low Usability
1160,28.544310456380757,76.98808297335638,46.22,Low Usability
1161,28.54882101618824,76.9881677119071,50.54,Moderate Usability
1162,28.55333157276675,76.98825246994278,50.2,Moderate Usability
1163,28.55784212611594,76.9883372474669,40.96,Low Usability
1164,28.56235267623543,76.98842204448306,39.35,Low Usability
1165,28.566863223124866,76.98850686099473,39.41,Low Usability
1166,28.571373766783864,76.98859169700548,41.18,Low Usability
1167,28.575884307212092,76.98867655251883,43.59,Low Usability
1168,28.580394844409142,76.98876142753826,41.11,Low Usability
1169,28.584905378374675,76.98884632206736,40.73,Low Usability
1170,28.58941590910834,76.98893123610968,42.79,Low Usability
1171,28.59392643660973,76.98901616966867,43.47,Low Usability
1172,28.598436960878516,76.9891011227479,45.96,Low Usability
1173,28.60294748191433,76.98918609535093,41.81,Low Usability
1174,28.607457999716786,76.98927108748131,44.05,Low Usability
1175,28.611968514285543,76.98935609914253,54.24,Moderate Usability
1176,28.61647902562023,76.98944113033814,44.24,Low Usability
1177,28.620989533720454,76.98952618107171,47.5,Low Usability
1178,28.62550003858589,76.98961125134676,45.46,Low Usability
1179,28.630010540216162,76.98969634116683,43.92,Low Usability
1180,28.63452103861091,76.98978145053549,39.72,Low Usability
1181,28.639031533769753,76.98986657945626,48.33,Low Usability
1182,28.64354202569233,76.98995172793268,50.88,Moderate Usability
1183,28.648052514378296,76.99003689596833,47.93,Low Usability
1184,28.652562999827268,76.99012208356673,46.76,Low Usability
1185,28.65707348203888,76.99020729073142,47.3,Low Usability
1186,28.661583961012774,76.990292517466,48.08,Low Usability
1187,28.6660944367486,76.99037776377399,45.01,Low Usability
1188,28.670604909245977,76.99046302965894,40.58,Low Usability
1189,28.67511537850454,76.9905483151244,37.84,Low Usability
1190,28.67962584452395,76.99063362017395,45.09,Low Usability
1191,28.68413630730382,76.99071894481115,47.44,Low Usability
1192,28.68864676684379,76.99080428903952,41.92,Low Usability
1193,28.693157223143494,76.99088965286265,41.69,Low Usability
1194,28.69766767620257,76.99097503628406,42.09,Low Usability
1195,28.702178126020673,76.99106043930738,46.5,Low Usability
1196,28.7066885725974,76.9911458619361,39.61,Low Usability
1197,28.711199015932436,76.99123130417385,39.09,Low Usability
1198,28.715709456025365,76.99131676602416,35.44,Low Usability
1199,28.720219892875868,76.99140224749058,35.06,Low Usability
1200,28.724730326483574,76.99148774857673,37.58,Low Usability
1201,28.729240756848103,76.99157326928614,35.68,Low Usability
1202,28.733751183969105,76.9916588096224,44.91,Low Usability
1203,28.73826160784621,76.99174436958904,42.48,Low Usability
1204,28.742772028479052,76.99182994918962,46.7,Low Usability
1205,28.747282445867285,76.99191554842781,36.93,Low Usability
1206,28.751792860010532,76.99200116730712,35.89,Low Usability
1207,28.75630327090843,76.99208680583114,36.96,Low Usability
1208,28.76081367856062,76.99217246400342,35.53,Low Usability
1209,28.765324082966742,76.99225814182758,36.38,Low Usability
1210,28.769834484126427,76.99234383930714,42.31,Low Usability
1211,28.774344882039326,76.99242955644574,42.04,Low Usability
1212,28.778855276705062,76.99251529324695,38.57,Low Usability
1213,28.78336566812328,76.99260104971434,37.31,Low Usability
1214,28.78787605629361,76.99268682585146,37.42,Low Usability
1215,28.792386441215694,76.99277262166197,39.98,Low Usability
1216,28.796896822889174,76.99285843714938,39.35,Low Usability
1217,28.8014072013137,76.99294427231735,39.06,Low Usability
1218,28.805917576488884,76.99303012716942,40.17,Low Usability
1219,28.810427948414368,76.99311600170918,39.96,Low Usability
1220,28.814938317089805,76.99320189594023,36.92,Low Usability
1221,28.819448682514825,76.99328780986616,43.67,Low Usability
1222,28.823959044689065,76.9933737434906,40.77,Low Usability
1223,28.82846940361217,76.9934596968171,39.04,Low Usability
1224,28.832979759283763,76.99354566984924,37.07,Low Usability
1225,28.836780970876426,76.99346418094235,37.14,Low Usability
1226,28.51896490997646,76.99396201899411,39.58,Low Usability
1227,28.521704645462556,76.99278962256385,39.35,Low Usability
1228,28.52619332788013,76.99285146417719,44.91,Low Usability
1229,28.530703886620557,76.99293634199728,45.14,Low Usability
1230,28.53521444213233,76.99302123933815,41.27,Low Usability
1231,28.539724994415064,76.99310615620331,41.76,Low Usability
1232,28.544235543468403,76.99319109259629,44.46,Low Usability
1233,28.54874608929198,76.99327604852064,50.86,Moderate Usability
1234,28.553256631885432,76.99336102397987,42.48,Low Usability
1235,28.557767171248393,76.99344601897754,41.91,Low Usability
1236,28.562277707380492,76.99353103351714,41.22,Low Usability
1237,28.56678824028137,76.99361606760229,39.55,Low Usability
1238,28.57129876995066,76.99370112123644,36.19,Low Usability
1239,28.575809296388,76.99378619442315,41.19,Low Usability
1240,28.580319819593008,76.99387128716602,49.23,Low Usability
1241,28.58483033956533,76.99395639946852,48.62,Low Usability
1242,28.589340856304617,76.99404153133419,43.64,Low Usability
1243,28.59385136981048,76.99412668276659,44.63,Low Usability
1244,28.598361880082557,76.9942118537693,44.59,Low Usability
1245,28.602872387120502,76.99429704434584,40.64,Low Usability
1246,28.607382890923923,76.99438225449973,38.23,Low Usability
1247,28.61189339149247,76.99446748423452,55.05,Moderate Usability
1248,28.616403888825793,76.9945527335538,44.93,Low Usability
1249,28.620914382923498,76.99463800246112,43.62,Low Usability
1250,28.62542487378522,76.99472329095995,44.62,Low Usability
1251,28.629935361410634,76.99480859905397,45.81,Low Usability
1252,28.634445845799334,76.99489392674663,47.64,Low Usability
1253,28.63895632695097,76.9949792740415,51.68,Moderate Usability
1254,28.643466804865174,76.99506464094215,52.45,Moderate Usability
1255,28.6479772795416,76.99515002745217,55.6,Moderate Usability
1256,28.65248775097986,76.99523543357508,48.54,Low Usability
1257,28.656998219179595,76.99532085931442,45.21,Low Usability
1258,28.66150868414044,76.99540630467379,52.81,Moderate Usability
1259,28.66601914586205,76.99549176965674,43.88,Low Usability
1260,28.670529604344043,76.99557725426683,41.71,Low Usability
1261,28.67504005958604,76.99566275850762,40.84,Low Usability
1262,28.679550511587713,76.99574828238268,41.54,Low Usability
1263,28.684060960348674,76.99583382589557,50.03,Moderate Usability
1264,28.68857140586856,76.99591938904987,45.43,Low Usability
1265,28.693081848147038,76.99600497184916,46.64,Low Usability
1266,28.69759228718369,76.99609057429696,43.31,Low Usability
1267,28.70210272297819,76.99617619639689,39.63,Low Usability
1268,28.706613155530174,76.99626183815246,37.3,Low Usability
1269,28.711123584839253,76.99634749956732,38.33,Low Usability
1270,28.715634010905088,76.99643318064501,38.83,Low Usability
1271,28.7201444337273,76.9965188813891,41.67,Low Usability
1272,28.72465485330554,76.99660460180318,43.11,Low Usability
1273,28.72916526963944,76.99669034189081,40.81,Low Usability
1274,28.733675682728638,76.99677610165556,37.94,Low Usability
1275,28.73818609257276,76.99686188110104,44.28,Low Usability
1276,28.742696499171444,76.9969476802308,42.06,Low Usability
1277,28.747206902524344,76.99703349904848,37.44,Low Usability
1278,28.75171730263107,76.9971193375576,36.91,Low Usability
1279,28.756227699491284,76.99720519576178,40.81,Low Usability
1280,28.760738093104614,76.99729107366458,39.36,Low Usability
1281,28.765248483470696,76.99737697126963,40.82,Low Usability
1282,28.76975887058918,76.99746288858047,45.43,Low Usability
1283,28.774269254459675,76.99754882560072,39.82,Low Usability
1284,28.77877963508184,76.99763478233398,38.67,Low Usability
1285,28.783290012455293,76.99772075878379,37.57,Low Usability
1286,28.787800386579697,76.99780675495377,35.24,Low Usability
1287,28.79231075745468,76.99789277084754,36.56,Low Usability
1288,28.796821125079866,76.99797880646867,37.46,Low Usability
1289,28.801331489454917,76.99806486182077,41.41,Low Usability
1290,28.80584185057946,76.99815093690742,43.77,Low Usability
1291,28.81035220845311,76.99823703173224,40.56,Low Usability
1292,28.814862563075533,76.9983231462988,36.25,Low Usability
1293,28.81937291444637,76.99840928061073,42.56,Low Usability
1294,28.82388326256523,76.99849543467161,37.82,Low Usability
1295,28.828393607431774,76.99858160848505,37.93,Low Usability
1296,28.832903949045644,76.99866780205471,41.65,Low Usability
1297,28.836165105317733,76.99848936492107,39.31,Low Usability
1298,28.51819015006656,76.99814489733615,45.15,Low Usability
1299,28.521607731105224,76.99787361948115,43.11,Low Usability
1300,28.526118279060043,76.99795869490454,41.0,Low Usability
1301,28.53036028068312,76.99776901833499,45.14,Low Usability
1302,28.534522879247355,76.9963255329481,39.99,Low Usability
1303,28.540204979368472,76.99716910636539,41.63,Low Usability
1304,28.544171030266632,76.9982885569972,50.2,Moderate Usability
1305,28.54867097038494,76.99838436559928,48.01,Low Usability
1306,28.553181498957496,76.99846955847855,38.65,Low Usability
1307,28.557692024298415,76.99855477094619,44.56,Low Usability
1308,28.562202546407303,76.99864000300576,45.1,Low Usability
1309,28.566713065283782,76.99872525466078,50.13,Moderate Usability
1310,28.571223580927533,76.9988105259148,48.11,Low Usability
1311,28.575734093338156,76.9988958167714,49.09,Low Usability
1312,28.58024460251528,76.9989811272341,44.77,Low Usability
1313,28.584755108458566,76.99906645730644,43.2,Low Usability
1314,28.589265611167622,76.99915180699197,46.66,Low Usability
1315,28.593776110642107,76.99923717629426,44.93,Low Usability
1316,28.598286606881633,76.99932256521686,45.79,Low Usability
1317,28.602797099885848,76.99940797376334,43.39,Low Usability
1318,28.607307589654393,76.99949340193724,43.27,Low Usability
1319,28.611818076186882,76.99957884974208,53.58,Moderate Usability
1320,28.61632855948296,76.99966431718147,44.78,Low Usability
1321,28.62083903954227,76.99974980425894,47.37,Low Usability
1322,28.62534951636443,76.99983531097806,46.22,Low Usability
1323,28.6298599899491,76.99992083734242,49.97,Low Usability
1324,28.634370460295887,77.0000063833555,44.99,Low Usability
1325,28.63888092740446,77.00009194902096,46.72,Low Usability
1326,28.64339139127441,77.00017753434228,41.19,Low Usability
1327,28.6479018519054,77.0002631393231,54.55,Moderate Usability
1328,28.652412309297063,77.00034876396695,51.7,Moderate Usability
1329,28.65692276344904,77.00043440827739,55.59,Moderate Usability
1330,28.661433214360947,77.000520072258,55.78,Moderate Usability
1331,28.665943662032433,77.00060575591236,44.2,Low Usability
1332,28.670454106463136,77.00069145924404,44.38,Low Usability
1333,28.674964547652696,77.0007771822566,43.71,Low Usability
1334,28.67947498560073,77.0008629249536,41.69,Low Usability
1335,28.68398542030688,77.00094868733865,45.71,Low Usability
1336,28.688495851770792,77.00103446941529,40.81,Low Usability
1337,28.6930062799921,77.00112027118713,45.05,Low Usability
1338,28.69751670497042,77.00120609265774,42.98,Low Usability
1339,28.70202712670542,77.0012919338307,44.0,Low Usability
1340,28.706537545196703,77.00137779470957,45.05,Low Usability
1341,28.71104796044393,77.00146367529796,40.98,Low Usability
1342,28.715558372446722,77.00154957559944,42.19,Low Usability
1343,28.720068781204738,77.00163549561762,44.88,Low Usability
1344,28.724579186717577,77.00172143535605,45.8,Low Usability
1345,28.729089588984912,77.0018073948183,47.89,Low Usability
1346,28.733599988006354,77.00189337400802,45.31,Low Usability
1347,28.738110383781542,77.00197937292874,45.28,Low Usability
1348,28.742620776310137,77.00206539158411,37.23,Low Usability
1349,28.747131165591743,77.00215142997767,36.35,Low Usability
1350,28.751641551626022,77.00223748811305,36.47,Low Usability
1351,28.7561519344126,77.0023235659938,40.25,Low Usability
1352,28.7606623139511,77.00240966362355,36.19,Low Usability
1353,28.765172690241183,77.00249578100589,38.78,Low Usability
1354,28.76968306328248,77.00258191814441,40.38,Low Usability
1355,28.77419343307462,77.00266807504272,39.49,Low Usability
1356,28.77870379961723,77.00275425170437,37.59,Low Usability
1357,28.783214162909978,77.00284044813307,39.54,Low Usability
1358,28.787724522952477,77.0029266643323,38.36,Low Usability
1359,28.792234879744363,77.00301290030578,39.01,Low Usability
1360,28.796745233285282,77.003099156057,41.72,Low Usability
1361,28.801255583574886,77.00318543158963,40.86,Low Usability
1362,28.80576593061278,77.00327172690726,43.58,Low Usability
1363,28.810276274398618,77.00335804201353,44.34,Low Usability
1364,28.814786614932036,77.003444376912,38.83,Low Usability
1365,28.81929695221267,77.0035307316063,42.65,Low Usability
1366,28.823807286240175,77.00361710610004,38.83,Low Usability
1367,28.828317617014164,77.00370350039685,38.17,Low Usability
1368,28.832827944534287,77.00378991450036,42.24,Low Usability
1369,28.835576517744926,77.00329052103187,37.87,Low Usability
1370,28.51463544361161,77.00511632348855,43.85,Low Usability
1371,28.517291204848725,77.00307493129006,44.79,Low Usability
1372,28.521532504505814,77.00298061352434,48.71,Low Usability
1373,28.526013132189394,77.00303266269866,44.11,Low Usability
1374,28.529113249949148,77.00191650850758,38.33,Low Usability
1375,28.544380447431426,77.00332901152017,52.76,Moderate Usability
1376,28.548595659469818,77.00349266309307,45.71,Low Usability
1377,28.55310617398568,77.00357807338882,43.76,Low Usability
1378,28.55761668526871,77.00366350332291,47.23,Low Usability
1379,28.56212719331856,77.00374895289889,44.37,Low Usability
1380,28.566637698134844,77.00383442212028,44.0,Low Usability
1381,28.571148199717204,77.00391991099063,41.03,Low Usability
1382,28.57565869806526,77.00400541951352,41.1,Low Usability
1383,28.580169193178687,77.00409094769252,42.85,Low Usability
1384,28.584679685057083,77.00417649553117,46.74,Low Usability
1385,28.589190173700086,77.00426206303301,44.59,Low Usability
1386,28.593700659107324,77.00434765020162,42.49,Low Usability
1387,28.59821114127846,77.0044332570406,42.26,Low Usability
1388,28.602721620213103,77.00451888355344,48.13,Low Usability
1389,28.607232095910906,77.00460452974376,45.28,Low Usability
1390,28.611742568371472,77.0046901956151,46.8,Low Usability
1391,28.616253037594465,77.00477588117103,49.17,Low Usability
1392,28.62076350357951,77.00486158641513,44.11,Low Usability
1393,28.625273966326237,77.00494731135095,43.6,Low Usability
1394,28.6297844258343,77.00503305598207,40.45,Low Usability
1395,28.634294882103312,77.00511882031208,44.8,Low Usability
1396,28.638805335132922,77.00520460434451,47.34,Low Usability
1397,28.64331578492275,77.00529040808298,46.45,Low Usability
1398,28.64782623147243,77.00537623153102,49.72,Low Usability
1399,28.65233667478162,77.00546207469223,44.64,Low Usability
1400,28.656847114849935,77.00554793757019,51.71,Moderate Usability
1401,28.66135755167702,77.00563382016848,58.7,Moderate Usability
1402,28.665867985262498,77.00571972249067,64.53,Moderate Usability
1403,28.670378415606017,77.00580564454032,44.92,Low Usability
1404,28.67488884270721,77.00589158632107,36.7,Low Usability
1405,28.679399266565706,77.00597754783645,30.56,Low Usability
1406,28.683909687181156,77.00606352909006,46.91,Low Usability
1407,28.688420104553177,77.00614953008551,41.62,Low Usability
1408,28.692930518681404,77.00623555082635,41.8,Low Usability
1409,28.697440929565495,77.00632159131618,39.68,Low Usability
1410,28.701951337205067,77.00640765155859,36.97,Low Usability
1411,28.706461741599753,77.00649373155716,38.27,Low Usability
1412,28.710972142749185,77.0065798313155,38.71,Low Usability
1413,28.715482540653024,77.00666595083723,37.33,Low Usability
1414,28.719992935310884,77.00675209012586,43.46,Low Usability
1415,28.7245033267224,77.00683824918505,36.7,Low Usability
1416,28.729013714887223,77.0069244280184,42.5,Low Usability
1417,28.73352409980499,77.00701062662945,43.0,Low Usability
1418,28.73803448147532,77.00709684502186,45.12,Low Usability
1419,28.742544859897862,77.0071830831992,44.99,Low Usability
1420,28.74705523507226,77.00726934116507,38.59,Low Usability
1421,28.751565606998106,77.00735561892309,41.88,Low Usability
1422,28.75607597567509,77.00744191647682,41.64,Low Usability
1423,28.760586341102826,77.00752823382992,40.55,Low Usability
1424,28.76509670328095,77.00761457098596,39.53,Low Usability
1425,28.769607062209097,77.00770092794853,32.34,Low Usability
1426,28.774117417886913,77.00778730472132,40.19,Low Usability
1427,28.778627770314024,77.00787370130783,41.26,Low Usability
1428,28.783138119490072,77.00796011771175,38.24,Low Usability
1429,28.78764846541468,77.00804655393665,35.33,Low Usability
1430,28.792158808087517,77.00813300998618,35.24,Low Usability
1431,28.796669147508187,77.00821948586392,37.16,Low Usability
1432,28.80117948367634,77.00830598157349,38.77,Low Usability
1433,28.80568981659161,77.00839249711849,44.76,Low Usability
1434,28.810200146253642,77.00847903250259,43.59,Low Usability
1435,28.81471047266208,77.00856558772936,36.95,Low Usability
1436,28.819220795816534,77.00865216280243,42.5,Low Usability
1437,28.82373111571667,77.00873875772545,45.42,Low Usability
1438,28.828241432362095,77.008825372502,42.42,Low Usability
1439,28.832751745752475,77.00891200713573,50.86,Moderate Usability
1440,28.835364911879527,77.00950975984979,42.54,Low Usability
1441,28.514603692920446,77.00560281594528,42.49,Low Usability
1442,28.51749238872152,77.00754887633225,42.0,Low Usability
1443,28.521457086115873,77.00808758795404,48.13,Low Usability
1444,28.525064671769762,77.0076121128448,44.55,Low Usability
1445,28.540495275027283,77.00970635159565,40.9,Low Usability
1446,28.54406719522859,77.00858305245313,42.68,Low Usability
1447,28.548520156549323,77.00860094095212,49.62,Low Usability
